PMemb,Cluster,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_good_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_weight_al,astrometric_pseudo_colour,astrometric_pseudo_colour_error,mean_varpi_factor_al,astrometric_matched_observations,visibility_periods_used,astrometric_sigma5d_max,matched_observations,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,bp_rp,bp_g,g_rp,l,b,Ecl_Lon,Ecl_Lat,ruwe,mag
0.8,NGC_884,4.58416E+17,35.72789663,0.021655671,57.32255707,0.026290641,0.370453504,0.03424835,10.81668,-0.508010976,0.066581899,-0.956980119,0.069646115,0.3825527,-0.08538233,-0.2776162,-0.2427711,-0.1860032,-0.2888721,-0.2740141,0.4063527,0.263996,0.4209496,275,274,-2.832269,207.9467,20.98841,1.5579062,0.005080808,0.007817819,31,13,0.08569215,32,280,17392.12813,5.952713876,2921.714,15.08748,30,8499.150161,15.87845026,535.2632,15.52795,29,13215.97946,23.37233283,565.454,14.45917,1.248561,1.068778,0.440465,0.6283131,135.0649745,-3.37850908,54.91904253,40.30512243,0.97957164,15.08748
0.1,NGC_884,4.58416E+17,35.91610939,0.052686694,57.30211587,0.070114237,0.34937197,0.083979652,4.160198,-0.485369262,0.155775633,-0.706056865,0.178674876,0.4456482,-0.03339539,-0.1974114,-0.1161526,-0.1111486,-0.1559305,-0.06451891,0.31972,0.1496805,0.4079725,250,250,-0.2458191,238.9425,2.979261,1.4883685,0.012964852,0.07883003,29,13,0.1836323,31,265,3129.678587,2.671463144,1171.522,16.94962,30,1134.946765,11.1733621,101.5761,17.71395,29,3019.071185,8.305858688,363.4869,16.06224,1.327299,1.651712,0.7643337,0.8873787,135.1675613,-3.362320335,55.02845287,40.24362771,0.96257764,16.94962
0.2,NGC_884,4.58439E+17,35.93617718,0.018795654,57.3475882,0.025495348,0.481121325,0.032047231,15.01288,-0.681248539,0.057330549,-1.102347129,0.06772761,0.3598658,0.01086181,-0.210715,-0.1507037,-0.2561351,-0.2241885,-0.1871248,0.339801,0.1541326,0.4534599,237,235,-4.782708,141.4335,38.39091,1.5855229,0.004854479,0.05849642,27,13,0.0806167,29,255,31626.59909,71.89290571,439.9127,14.43823,26,16208.56157,124.3351813,130.3618,14.82703,27,22700.29932,154.8443853,146.6007,13.87184,1.230258,0.9551859,0.388793,0.5663929,135.1618201,-3.315927871,55.06647661,40.28027729,0.91812474,14.43823
0.7,NGC_884,4.58416E+17,35.87268679,0.033750399,57.30367727,0.043970902,0.381531988,0.056092991,6.801776,-0.476018141,0.103452906,-0.937473866,0.113024819,0.3704953,-0.01500679,-0.1944797,-0.1690877,-0.1252219,-0.2125956,-0.2036667,0.3649986,0.237545,0.3847348,270,270,0.2010188,268.9809,6.676592,1.5217042,0.008454736,0.04515727,31,13,0.1231112,33,275,6254.424566,4.086726726,1530.424,16.1979,31,2857.532957,20.93007886,136.5276,16.71141,30,5100.517175,10.21246704,499.4402,15.49288,1.272387,1.218526,0.5135136,0.7050123,135.1449944,-3.369039854,55.00145687,40.25494653,1.0339898,16.1979
0.5,NGC_884,4.58417E+17,35.82767955,0.044810442,57.3101871,0.055399854,0.296477963,0.074607042,3.97386,-0.363258813,0.136781918,-0.957108569,0.139975766,0.374766,0.041941,-0.129522,-0.1377665,-0.1061445,-0.1961652,-0.1676268,0.4090662,0.2787691,0.38688,264,263,1.634045,296.1953,3.963164,1.4737437,0.010959537,0.02913431,30,13,0.1525821,32,268,3997.95758,2.678213652,1492.77,16.68377,28,1631.33892,8.854137137,184.246,17.32003,29,3587.396403,11.75913514,305.0732,15.87497,1.30535,1.445057,0.6362572,0.8087997,135.1198955,-3.37140261,54.97618701,40.27111825,1.0657401,16.68377
0.6,NGC_884,4.58406E+17,35.64950291,0.021468807,57.02869557,0.028566617,0.327281837,0.036918107,8.865076,-0.504698032,0.068084589,-1.157177406,0.079905931,0.3103808,0.02531874,-0.09677377,-0.1873202,-0.1298932,-0.2388504,-0.181548,0.344629,0.196554,0.3918889,302,291,11.8341,671.4824,295.3209,1.7139391,0.005520495,0.0146102,37,13,0.05863753,41,302,1034043.787,344.5547712,3001.101,10.65202,29,676364.926,1314.822858,514.4152,10.77594,34,547430.4244,535.550747,1022.182,10.4161,1.183504,0.3598375,0.1239166,0.2359209,135.1268845,-3.668925965,54.70599222,40.05679697,0.9295033,10.65202
0.1,NGC_884,4.58454E+17,35.39541346,0.034010613,57.1433173,0.04158044,0.464685019,0.055536453,8.367208,-0.785388029,0.099233616,-1.361558366,0.098085752,0.3867632,-0.02762807,-0.2203612,-0.1397679,-0.1845739,-0.2263288,-0.1225054,0.4314424,0.2923801,0.3747657,286,281,-0.2499662,269.512,6.897518,1.5165994,0.008538739,-0.0120929,33,13,0.1123405,35,298,6551.761304,4.309502672,1520.306,16.14747,29,3001.723695,11.6971813,256.6194,16.65796,30,5312.245828,12.82031323,414.3616,15.44872,1.268967,1.209236,0.5104904,0.6987457,134.9574973,-3.608725345,54.60587898,40.21910166,1.0172685,16.14747
0.6,NGC_884,4.58416E+17,35.77181134,0.024463919,57.31144876,0.030674567,0.376276857,0.042925966,8.765717,-0.480338807,0.077419842,-1.093987167,0.080814236,0.3542461,0.04924357,-0.126679,-0.1561402,-0.111472,-0.216258,-0.2116199,0.4457329,0.2863622,0.4126923,276,275,-3.160676,202.4604,14.5312,1.5682123,0.005712618,0.0114299,32,13,0.09466575,32,271,12591.78973,5.61312015,2243.278,15.43815,30,6110.744304,13.45683027,454.0998,15.88615,30,9629.030745,15.64470942,615.4816,14.80296,1.250003,1.08319,0.4480066,0.6351833,135.0911141,-3.380704671,54.94104667,40.28502133,0.9324971,15.43815
0.5,NGC_884,4.58413E+17,35.7091533,0.03342207,57.15925031,0.039491576,0.413080441,0.06036794,6.842712,-0.633847259,0.114192819,-1.09134862,0.101368765,0.32706,0.0850683,-0.0612005,-0.09885045,-0.2547745,-0.2554435,-0.3169495,0.5369642,0.3770257,0.4725837,210,210,-2.143118,164.0199,11.12171,1.5472218,0.008663273,-0.02405766,24,11,0.127119,30,221,9539.94378,5.619671109,1697.598,15.7395,27,4564.744117,16.935846,269.5315,16.20285,24,7415.97417,14.43240727,513.8418,15.0865,1.255848,1.116347,0.4633455,0.6530018,135.1121088,-3.535220266,54.81651145,40.16143842,0.9415316,15.7395
0.7,NGC_884,4.5841E+17,35.90349508,0.019269017,57.17134381,0.026658414,0.405456065,0.031627684,12.81966,-0.428723206,0.058545984,-0.884321457,0.075163039,0.3038997,0.02229161,-0.143793,-0.1396924,-0.2124781,-0.188023,-0.1254193,0.260904,0.1463598,0.4293988,251,251,-2.671741,190.806,25.71535,1.5918567,0.004869533,0.09533329,30,13,0.08655011,31,255,21209.36176,7.581640989,2797.463,14.87205,30,11090.89947,14.03518651,790.221,15.23897,30,15027.74051,20.60139991,729.4524,14.31969,1.231467,0.9192858,0.3669252,0.5523605,135.2068856,-3.487248516,54.94816155,40.12793217,0.9816525,14.87205
0.7,NGC_884,4.58455E+17,35.44687636,0.054459828,57.16263308,0.07130704,0.398401512,0.080526164,4.947479,-1.033095819,0.148742069,-1.10620468,0.186605306,0.4720573,0.04852526,-0.2787626,-0.2841349,-0.08374911,-0.3241104,-0.2744686,0.2939686,0.2488031,0.43859,236,235,0.07580923,230.9606,3.205269,1.4561217,0.013586915,0.07656518,27,12,0.1915787,30,243,3141.963996,2.85411208,1100.855,16.94536,12,1335.143578,16.30146343,81.9033,17.53757,12,2925.015772,12.67499984,230.7705,16.0966,1.355891,1.440969,0.592207,0.8487625,134.977156,-3.581024979,54.64971811,40.22474015,0.9871605,16.94536
0.2,NGC_884,4.58416E+17,35.72120325,0.077514521,57.31532658,0.096224107,0.357810027,0.130584693,2.740061,-0.705243509,0.246661347,-1.039211766,0.255227921,0.3467288,-0.101926,-0.216044,-0.1574005,-0.1643502,-0.1980561,-0.1375167,0.3966652,0.2572164,0.3837438,288,287,2.131624,334.9646,1.133055,1.4031606,0.019195518,0.006099388,33,13,0.2675176,34,286,1465.275376,2.575372714,568.9566,17.77357,29,513.2815185,8.143142635,63.03236,18.5755,30,1516.728301,10.60268756,143.0513,16.80965,1.385412,1.765848,0.8019314,0.9639168,135.0640873,-3.386543872,54.91073477,40.30010251,1.0407763,17.77357
1,NGC_884,4.58453E+17,35.41765734,0.018742891,57.1395553,0.024198997,0.439722144,0.031703024,13.87004,-0.689047482,0.056069979,-1.144099996,0.059141009,0.2883354,-0.02055938,-0.1989303,-0.1713855,-0.2002051,-0.2530427,-0.1861496,0.4050053,0.3288262,0.3701259,262,260,-2.42143,203.5579,30.19207,1.6265864,0.004771859,0.02328076,31,13,0.07257842,33,274,25262.51064,8.578597441,2944.83,14.68217,31,14330.19949,21.2708692,673.7007,14.96076,28,16442.19278,34.06991791,482.6015,14.22202,1.218105,0.7387362,0.2785826,0.4601536,134.9701501,-3.608133809,54.61809672,40.21057153,0.9694803,14.68217
0.4,NGC_884,4.58416E+17,35.84117914,0.040733567,57.29691542,0.05202626,0.359455402,0.067182409,5.35044,-0.415560549,0.133184287,-1.090916948,0.131157584,0.3382464,-0.03931889,-0.106252,-0.152815,-0.1501918,-0.202513,-0.2000888,0.285603,0.2723894,0.3502824,257,255,-1.827074,210.735,4.667985,1.4485372,0.010188592,0.03238833,29,13,0.1446409,31,248,4478.095033,4.395571208,1018.774,16.56063,28,1627.575731,10.81517821,150.49,17.32253,25,4273.441328,9.58652209,445.776,15.68498,1.317752,1.637559,0.7619019,0.8756571,135.1313704,-3.381307113,54.97749804,40.25600817,0.9048692,16.56063
0.8,NGC_884,4.58455E+17,35.45599023,0.031817119,57.16018538,0.041922351,0.394050141,0.057141701,6.896017,-0.688410746,0.092197346,-1.066449322,0.110148608,0.2685902,0.149736,-0.1365907,-0.2064575,-0.29807,-0.378468,-0.3438778,0.4360792,0.3678542,0.4360564,210,208,-1.817526,167.9478,11.29214,1.5901293,0.008224757,-0.004716305,26,12,0.1199665,29,226,9791.040743,4.874613733,2008.578,15.71129,18,4981.301782,22.63077919,220.1118,16.10803,18,7216.786326,18.34667934,393.3565,15.11606,1.245842,0.9919701,0.3967371,0.595233,134.9826484,-3.581631504,54.65421864,40.22042643,0.9549811,15.71129
0.3,NGC_884,4.58406E+17,35.46004339,0.057578641,57.06829419,0.07598556,0.365490086,0.098944674,3.693883,-0.638967037,0.177278231,-1.003275303,0.191593459,0.3677925,-0.008754851,-0.1820496,-0.1365675,-0.1469946,-0.1878154,-0.2137219,0.4184854,0.1891628,0.3720829,273,273,1.818207,311.5992,2.134349,1.4712353,0.015211617,0.006390473,31,13,0.1986949,34,291,2424.915411,4.42349967,548.1893,17.22662,29,916.357622,13.14685514,69.70166,17.94623,29,2282.864598,17.23528145,132.453,16.36572,1.319313,1.580507,0.7196026,0.8609047,135.0162727,-3.667204643,54.60582433,40.13627376,1.0472239,17.22662
0.4,NGC_884,4.58453E+17,35.42025428,0.08283607,57.08635007,0.11611275,0.422592015,0.145441626,2.905578,-0.378739192,0.249347606,-1.064508855,0.295560371,0.3205559,0.1102017,-0.03436753,-0.04251795,-0.2163413,-0.120388,-0.08089194,0.3196229,0.1021,0.3965166,248,244,2.941436,308.4588,1.07477,1.447945,0.022880744,0.03761875,29,13,0.291316,33,263,1581.465976,3.414123068,463.213,17.69072,22,608.6421805,12.28714024,49.53489,18.39048,22,1542.030793,18.2600845,84.44817,16.79169,1.359924,1.598797,0.6997681,0.8990288,134.9897172,-3.657645922,54.59021618,40.1617953,1.0941905,17.69072
0.3,NGC_884,4.58416E+17,35.73607315,0.045207707,57.30754569,0.055575372,0.385511205,0.075733006,5.090399,-0.434610781,0.146000856,-0.79150069,0.14863915,0.3459088,-0.1563884,-0.2678934,-0.1754077,-0.1348863,-0.1970265,-0.2227103,0.4300461,0.1943126,0.340717,269,268,1.295812,293.1353,3.790672,1.4800255,0.010873886,-0.0187765,31,13,0.1596441,33,273,3850.098691,3.046269837,1263.873,16.72469,27,1581.705576,13.10677564,120.6785,17.35357,28,3460.958612,13.16453246,262.9002,15.91393,1.309749,1.439646,0.6288891,0.8107567,135.0743345,-3.391060268,54.91595478,40.28965337,1.0485833,16.72469
0.4,NGC_884,4.58416E+17,35.76497133,0.045340412,57.30297889,0.055584211,0.387030844,0.080255755,4.822468,-0.510921912,0.15619404,-1.147475798,0.144530567,0.3636817,-0.121961,-0.1768943,-0.1696435,-0.1131027,-0.1940049,-0.1408257,0.4113818,0.3118405,0.4031669,265,264,0.09451471,260.4873,3.840171,1.4925139,0.011148638,-0.007176295,30,11,0.1663405,32,267,3781.099314,3.057125011,1236.815,16.74432,25,1570.811685,9.758297168,160.9719,17.36108,27,3356.166117,11.44189225,293.3226,15.94731,1.303054,1.413767,0.6167583,0.7970085,135.0905877,-3.389930296,54.9319613,40.27890987,0.9965663,16.74432
0.8,NGC_884,4.58416E+17,35.79076764,0.026755856,57.29849515,0.035240831,0.389008736,0.046655404,8.337914,-0.765671046,0.085100222,-0.992527863,0.100104823,0.3819001,-0.1295086,-0.2221902,-0.1614935,-0.1694306,-0.1945496,-0.03067297,0.3658505,0.2145384,0.4111934,246,245,-3.397652,172.4566,13.4945,1.5718668,0.006384012,0.01953566,28,12,0.1092725,29,247,11590.87957,5.659318591,2048.105,15.52808,28,5837.717764,21.90814284,266.4634,15.93578,27,8697.719615,18.91976149,459.7161,14.91341,1.254041,1.022374,0.4077053,0.6146688,135.1052391,-3.389296766,54.94602679,40.26895245,0.9035607,15.52808
0.9,NGC_884,4.58413E+17,35.93390436,0.021035637,57.27971909,0.02753381,0.416344727,0.035909178,11.59438,-0.749977218,0.065812316,-1.121871462,0.073250602,0.387088,-0.09099635,-0.288021,-0.1786003,-0.2507729,-0.2466753,-0.2199732,0.4269238,0.2195235,0.4596102,236,233,-4.111851,150.4782,29.52483,1.6009192,0.005334349,0.05586999,27,12,0.08760416,30,245,24305.50314,7.564270111,3213.199,14.7241,29,12922.94253,29.71220772,434.9371,15.07298,29,17203.26145,36.32022375,473.6552,14.17289,1.239481,0.9000921,0.3488808,0.5512114,135.1844236,-3.379947752,55.02749455,40.21926489,0.9148068,14.7241
0.5,NGC_884,4.58406E+17,35.59102352,0.027105206,57.05387629,0.036467554,0.481747186,0.045328936,10.62781,-0.468950839,0.082718813,-1.117869509,0.097720875,0.4045469,-0.0286509,-0.1944056,-0.1221514,-0.2349502,-0.1864716,-0.1113754,0.3443602,0.1459362,0.4623915,256,252,0.5473497,258.6782,12.39364,1.5601805,0.007093933,0.06422291,29,13,0.108584,31,266,10673.83131,7.576098096,1408.882,15.61757,26,6092.501786,136.8991172,44.50359,15.8894,30,9143.460426,229.6845315,39.80878,14.85914,1.427413,1.030255,0.2718334,0.7584219,135.0882564,-3.656268506,54.68221531,40.09306297,1.0842526,15.61757
0.7,NGC_884,4.58436E+17,36.01926836,0.018349608,57.28169009,0.026196891,0.393492611,0.032998947,11.9244,-0.576503085,0.056778801,-1.009305844,0.069894642,0.2368405,0.01606456,-0.2223397,-0.1355404,-0.421111,-0.2689895,-0.2875077,0.3580832,0.1774962,0.4521691,246,244,2.183622,289.2326,160.2753,1.63909,0.004693307,0.02717738,28,13,0.06663001,30,262,124674.1135,90.86925741,1372.016,12.94893,27,71966.87017,194.0039567,370.9557,13.20856,29,79433.60198,150.0793295,529.2774,12.51191,1.21437,0.6966467,0.2596312,0.4370155,135.2270298,-3.361950826,55.08337231,40.20160289,0.9207632,12.94893
0.4,NGC_884,4.58407E+17,35.70064688,0.039563769,57.11286175,0.053501304,0.405585688,0.066962479,6.05691,-0.378972518,0.11490876,-0.934968835,0.134384531,0.3281969,0.1687157,-0.06224939,-0.08376659,-0.09977639,-0.1422452,-0.2841317,0.3865232,0.1996234,0.3435522,255,254,-0.9793134,227.1512,4.993635,1.5230644,0.010788329,0.03995964,29,13,0.1382184,33,266,4759.577003,3.305856098,1439.741,16.49444,29,2164.197309,14.27422013,151.6158,17.01315,27,3903.026972,13.90526176,280.687,15.78342,1.27474,1.22973,0.5187016,0.7110281,135.1238607,-3.580338214,54.78539861,40.12134469,0.9659842,16.49444
0.4,NGC_884,4.58415E+17,35.84228158,0.027441021,57.29105362,0.034720989,0.432884187,0.046901064,9.229731,-0.405250194,0.087769511,-0.805660368,0.089106441,0.3765783,-0.08086479,-0.2415259,-0.2030739,-0.1545886,-0.244991,-0.253482,0.437358,0.2702164,0.3987724,259,259,-2.338242,204.2825,12.0266,1.5667648,0.006866185,0.01076182,30,12,0.1040335,31,261,10465.63123,4.336974841,2413.118,15.63895,27,5090.089855,12.70488955,400.6402,16.08457,29,7951.207967,12.65601089,628.2554,15.01084,1.246107,1.073736,0.4456215,0.6281147,135.1339738,-3.386594948,54.97496038,40.25044358,0.95030695,15.63895
0.4,NGC_884,4.58406E+17,35.65087239,0.025026423,57.02564618,0.029882227,0.390162448,0.041045632,9.505578,-0.548552134,0.073885682,-1.0767947,0.079354597,0.3543722,0.1702557,-0.04121304,-0.137247,-0.1525357,-0.2381885,-0.2359502,0.4329543,0.2615672,0.4318335,274,273,-2.120724,221.2518,15.1543,1.6052365,0.005885238,-0.001827706,31,12,0.09298411,34,278,13253.49357,5.429414787,2441.054,15.38254,27,7199.829647,27.83652874,258.6468,15.70808,23,9106.681797,34.88050462,261.0823,14.86352,1.230356,0.8445625,0.3255424,0.5190201,135.128641,-3.671530135,54.70519251,40.05371807,0.9614124,15.38254
0.5,NGC_884,4.58416E+17,35.84697204,0.026857325,57.2893507,0.033550423,0.32512578,0.042533879,7.643925,-0.506210121,0.085731675,-1.033933058,0.084910885,0.3915179,-0.03072776,-0.1585391,-0.2012355,-0.1365622,-0.2475462,-0.2562103,0.3166171,0.2550214,0.3925846,255,255,-0.2842638,243.0426,12.87519,1.5413978,0.006592607,0.01999393,29,13,0.1011826,32,258,11280.12466,4.867426532,2317.472,15.55758,28,5399.138593,12.78326186,422.36,16.02058,32,8753.165974,9.059684949,966.1667,14.90651,1.254623,1.114069,0.4629955,0.6510735,135.136948,-3.387308913,54.9770278,40.2478293,1.0528334,15.55758
0.5,NGC_884,4.58408E+17,35.51433617,0.042898782,57.12018498,0.054486705,0.441370199,0.061091194,7.224776,-0.61220165,0.119775124,-1.262942612,0.12938512,0.5268279,0.1941907,-0.1019917,-0.2504404,-0.008918406,-0.2762338,-0.3632101,0.2811967,0.1791407,0.4529491,227,226,-0.5954953,208.0743,6.249488,1.5074778,0.009991451,0.07603755,26,11,0.1441437,30,235,5665.03544,4.433813473,1277.689,16.30536,25,2846.587573,33.23886535,85.64034,16.71558,25,4820.461434,23.57929635,204.4362,15.5542,1.353398,1.161378,0.4102173,0.7511606,135.0261932,-3.608343869,54.66954782,40.17077629,0.99073356,16.30536
0.5,NGC_884,4.5841E+17,35.84053056,0.013805843,57.15057218,0.017920847,0.418137911,0.021733837,19.23903,-0.170664765,0.040650299,-1.020900654,0.049922107,0.3764679,0.04345663,-0.1998525,-0.1785029,-0.198011,-0.2335347,-0.1994888,0.3021139,0.1646839,0.4597739,260,260,-4.863581,159.6913,116.2152,1.6556491,0.003564636,0.06308248,30,13,0.06517331,31,267,91259.28824,21.45336521,4253.845,13.28767,29,54329.36352,107.1397589,507.0887,13.5138,28,56081.48345,47.17683714,1188.75,12.88987,1.209859,0.62393,0.2261286,0.3978014,135.1820768,-3.518619312,54.89621679,40.12348989,0.8592978,13.28767
0.3,NGC_884,4.58414E+17,35.66077841,0.04635983,57.21576927,0.058977311,0.441755385,0.070348073,6.279566,-0.775387924,0.126709755,-0.89605588,0.136512559,0.4424727,0.1431665,-0.1137517,-0.152235,-0.04330697,-0.2031297,-0.2056408,0.3162267,0.2257374,0.3516723,270,264,24.64615,1320.365,3.871701,1.5884337,0.010565061,0.05696044,31,13,0.1442365,34,246,15787.95532,20.45952857,771.6676,15.19255,29,9727.167266,47.16348601,206.2436,15.38142,27,14106.8884,103.6627644,136.0844,14.38834,1.509635,0.9930801,0.1888714,0.8042088,135.06788,-3.491257511,54.81670967,40.22374043,2.4698074,15.19255
0.5,NGC_884,4.58416E+17,35.71964104,0.020545672,57.3027088,0.026014357,0.359710664,0.033697459,10.67471,-0.463049347,0.063153425,-0.92826836,0.068602539,0.3550174,-0.04419197,-0.2467786,-0.2119682,-0.190056,-0.2692944,-0.2868943,0.4064135,0.2629012,0.4095042,276,275,-3.879699,188.9803,22.32569,1.5915934,0.004878068,0.01968751,31,13,0.08297325,32,276,18404.52218,5.906805301,3115.817,15.02605,27,9809.058618,21.1738446,463.263,15.37232,29,12794.92453,17.01324849,752.0565,14.49433,1.228176,0.8779945,0.3462658,0.5317287,135.0676724,-3.398672861,54.90272819,40.28902882,0.9140344,15.02605
0.8,NGC_884,4.58416E+17,35.78640363,0.015315079,57.29550043,0.020534321,0.447474495,0.025532328,17.5258,-0.639496284,0.046750893,-1.13236881,0.056000294,0.4381389,0.0426655,-0.1533757,-0.1359558,-0.1235016,-0.1763215,-0.1085328,0.3368268,0.1261479,0.4751767,272,268,-1.727531,224.735,143.9453,1.6184213,0.00327254,0.05300558,31,13,0.06550199,32,262,116774.9798,40.16336654,2907.5,13.01999,28,64059.76537,143.7561065,445.6142,13.33492,30,78744.36317,46.98900572,1675.804,12.52137,1.2229,0.8135538,0.3149338,0.49862,135.1040662,-3.392923997,54.9415669,40.26723574,0.85794175,13.01999
0.9,NGC_884,4.58407E+17,35.54654112,0.027188533,57.09926688,0.037775005,0.436569012,0.045177197,9.663482,-0.583140406,0.081585555,-0.997632232,0.096122219,0.3467218,0.06673507,-0.1335427,-0.1642699,-0.1113285,-0.2013566,-0.3255251,0.3366276,0.1783517,0.3352607,270,270,1.858694,309.3951,10.2066,1.5257004,0.007082862,0.02831371,31,13,0.1038154,34,287,9137.759271,4.515186486,2023.783,15.78627,28,4120.957766,20.95383531,196.6684,16.31389,27,7516.785343,13.61941465,551.9169,15.07184,1.273588,1.242053,0.527626,0.714427,135.049853,-3.621976401,54.67868344,40.14441993,1.1324215,15.78627
0.7,NGC_884,4.58411E+17,35.95248866,0.021852509,57.17538106,0.028000711,0.427056442,0.033686601,12.67734,-0.470748096,0.064494646,-0.950458044,0.076127255,0.4744765,-0.02758794,-0.2339815,-0.1724394,-0.1651312,-0.2142466,-0.1219874,0.3249083,0.1096409,0.4806484,260,259,-2.735274,196.6407,23.46147,1.6037756,0.00499389,0.05705373,30,13,0.09010316,31,257,19994.17841,7.061312669,2831.51,14.93611,25,11213.58286,23.7965627,471.227,15.22703,28,13588.52307,23.18607359,586.064,14.42899,1.240466,0.7980375,0.2909203,0.5071173,135.2304042,-3.474186638,54.98188763,40.12040585,0.95358545,14.93611
0.5,NGC_884,4.58415E+17,35.66887048,0.048577469,57.27900833,0.06949518,0.35511233,0.084673951,4.193879,-0.648106301,0.158171416,-1.166323533,0.219574827,0.2867825,-0.08888127,-0.2072001,-0.1372022,-0.129834,-0.1710585,-0.2401955,0.3122714,0.06121627,0.3979744,239,239,-1.259086,207.1897,3.087023,1.4795595,0.013158836,0.07582401,30,12,0.2141004,33,248,3120.768887,2.768022803,1127.436,16.95271,31,1426.217184,30.95187724,46.07854,17.46592,33,2890.624286,25.7131175,112.4183,16.10944,1.383262,1.356482,0.5132122,0.8432693,135.0501009,-3.430401946,54.85699127,40.27917669,0.92985904,16.95271
0.8,NGC_884,4.58406E+17,35.56005337,0.03051309,57.06144842,0.040933552,0.340672829,0.048997156,6.95291,-0.774533805,0.090975892,-1.176910117,0.109161753,0.4071461,0.06987433,-0.1696429,-0.2269254,-0.1279821,-0.2779993,-0.3045793,0.3266176,0.199402,0.4379865,283,283,-0.9663815,255.1998,7.946447,1.5374161,0.00774053,0.0635341,32,12,0.1194693,34,297,7130.92236,4.068156906,1752.863,16.0555,31,3338.311941,16.02579752,208.3086,16.54257,31,5652.228428,12.16734971,464.5406,15.38137,1.260782,1.1612,0.4870682,0.6741314,135.0698,-3.65495945,54.66645147,40.1070477,0.9923719,16.0555
0.5,NGC_884,4.58406E+17,35.47977654,0.026579233,57.04561175,0.037148977,0.382714432,0.043546606,8.788617,-0.688270873,0.077808182,-0.914854551,0.102518607,0.3491105,0.02537285,-0.1626324,-0.1510527,-0.1537368,-0.1932144,-0.1855677,0.2784342,0.1542614,0.3586375,239,239,-1.041458,211.5612,12.38268,1.5731868,0.006838847,0.059463,27,13,0.1082126,30,249,10990.58572,5.637991847,1949.38,15.58581,28,5532.67417,16.05771671,344.5493,15.99405,27,8077.16062,14.23964539,567.2305,14.99377,1.238317,1.000277,0.4082365,0.5920401,135.0341672,-3.684832744,54.60596893,40.11118123,1.0083423,15.58581
0.1,NGC_884,4.58414E+17,35.6160311,0.017013676,57.20289115,0.022957078,0.373684877,0.029579383,12.63329,-0.660539796,0.047697346,-1.756860937,0.053944154,0.3655759,0.2228311,-0.1163855,-0.1607953,-0.1374069,-0.2802137,-0.3062485,0.3875439,0.2741892,0.4320678,248,248,-5.051858,147.2995,59.26348,1.5898812,0.004062507,0.03734994,28,11,0.06699648,30,242,47829.0934,12.79797023,3737.24,13.98914,20,25079.08735,45.08321621,556.2844,14.35311,20,33602.65031,55.82384997,601.9407,13.44599,1.226905,0.9071226,0.3639727,0.5431499,135.0495477,-3.511710051,54.78081475,40.22233406,0.94471467,13.98914
0.5,NGC_884,4.58453E+17,35.44587807,0.038191805,57.08921322,0.051393008,0.392257367,0.062630271,6.263063,-0.590238856,0.120099112,-1.021214985,0.127235215,0.3842662,0.07722294,-0.03945965,-0.1373987,-0.04586491,-0.159022,-0.2478497,0.2843128,0.1727091,0.3417152,267,267,-1.785517,222.6176,5.065992,1.5001422,0.009864838,0.01958505,31,13,0.1358063,33,273,4910.585943,3.182341701,1543.073,16.46053,30,2180.972928,10.58320823,206.0786,17.00476,30,4060.84709,11.50747261,352.8878,15.74038,1.271095,1.264384,0.5442295,0.7201548,135.0018433,-3.65018951,54.60830331,40.15848377,0.9324079,16.46053
0.9,NGC_884,4.58417E+17,35.77749056,0.023065769,57.34502806,0.026829259,0.416987266,0.032602384,12.79008,-0.629785319,0.06309009,-1.007278237,0.064604462,0.5014918,0.006839447,-0.3300387,-0.2953947,-0.1170567,-0.3404157,-0.3369312,0.4151388,0.2794173,0.4580407,237,231,-2.764273,171.6222,30.99799,1.5943178,0.005313903,0.03728972,27,13,0.08300838,30,234,25707.05771,8.005552673,3211.153,14.66323,28,13639.95615,24.57581816,555.0153,15.01436,28,18016.36527,18.85251723,955.6477,14.12275,1.231425,0.8916035,0.3511209,0.5404825,135.0823177,-3.348149218,54.96331949,40.31414888,0.9842207,14.66323
