,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_good_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_weight_al,mean_varpi_factor_al,astrometric_matched_observations,visibility_periods_used,astrometric_sigma5d_max,matched_observations,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,bp_rp,bp_g,g_rp,l,b,Ecl_Lon,Ecl_Lat,ruwe,dist_869_center,dist_884_center,Cluster,PMemb
644,4.5835987e+17,35.248306,0.030546384,57.06958,0.04003434,0.3556365,0.052345317,6.794046,-0.65988326,0.09157851,-1.21512,0.096027605,0.2693506,0.03547887,-0.1331444,-0.07248878,-0.1967469,-0.1552657,-0.178567,0.3841655,0.2453126,0.2972924,283.0,281.0,0.9582998,298.4299,7.828595,0.001201151,32.0,13.0,0.1019872,33.0,291.0,7112.4854,4.5624704,1558.911,16.05831,28.0,3366.123,8.189194,411.0445,16.53356,32.0,5516.451,11.919852,462.7953,15.40777,1.248871,1.125793,0.4752522,0.6505413,134.90741,-3.7052724,54.470165,40.186302,1.0771155,0.50175774,0.3519185,NGC_884,0.533
663,4.5836307e+17,35.14775,0.022626536,57.11478,0.029782675,0.3340641,0.03683485,9.06924,-0.7068511,0.067155555,-1.1720519,0.08436772,0.3300999,0.07403916,-0.1137117,-0.1159345,-0.2257618,-0.1895763,-0.2118465,0.3295315,0.07601473,0.410691,266.0,261.0,2.180839,307.8309,301.0069,0.0008664295,30.0,13.0,0.0608771,31.0,265.0,223803.31,58.98987,3793.928,12.3137,31.0,137912.3,269.31314,512.089,12.50238,31.0,132944.03,121.832054,1091.207,11.95275,1.210243,0.549633,0.1886806,0.3609524,134.84056,-3.6812644,54.430626,40.250458,0.84778637,0.39798084,0.44819987,NGC_869,0.936
676,4.583598e+17,35.208332,0.021756865,57.072968,0.030921912,0.35670945,0.03744721,9.525661,-0.7768273,0.06726258,-1.3125738,0.083726175,0.2590281,0.013665,-0.09464325,-0.05893749,-0.3004478,-0.1376441,-0.1734592,0.2625283,0.1003592,0.3578999,274.0,273.0,-2.098737,221.7,15.71386,0.03806291,31.0,13.0,0.09174134,32.0,280.0,13548.825,4.6647234,2904.529,15.35861,27.0,7380.2817,23.104462,319.431,15.68121,25.0,9252.475,19.1262,483.7592,14.84628,1.227616,0.8349304,0.3225937,0.5123367,134.88577,-3.70946,54.44631,40.198612,0.96276295,0.46166387,0.39097905,NGC_869,0.717
703,4.5835967e+17,35.268147,0.028753063,57.068104,0.03773548,0.4049272,0.050209444,8.064761,-0.5891014,0.08736463,-0.9159089,0.08904318,0.2929694,-0.01104873,-0.1994247,-0.08815118,-0.1836734,-0.1609729,-0.2180466,0.4382638,0.272671,0.310587,263.0,260.0,0.1419924,257.5484,9.70486,0.004886545,30.0,13.0,0.09957381,32.0,266.0,8677.682,4.481369,1936.391,15.84236,27.0,4304.2446,12.261249,351.0446,16.26665,30.0,6433.482,15.34113,419.3617,15.2408,1.237396,1.025841,0.4242887,0.601552,134.91808,-3.7029932,54.482124,40.18038,1.0490347,0.5216358,0.33258906,NGC_884,0.77
705,4.5836276e+17,35.18289,0.019983409,57.080013,0.02881959,0.3719024,0.033745807,11.0207,-0.69390976,0.060366232,-0.9870316,0.08048146,0.2718006,-0.002167308,-0.13596,-0.0769771,-0.2900002,-0.1439937,-0.1431946,0.2535508,0.05836778,0.3808846,254.0,251.0,0.5348024,257.3665,22.09163,0.06630288,29.0,13.0,0.08920907,31.0,257.0,18848.564,6.25047,3015.543,15.00017,28.0,10590.3545,18.923983,559.6261,15.28911,28.0,12355.251,19.173275,644.3997,14.53229,1.217366,0.7568207,0.2889423,0.4678783,134.87035,-3.7075171,54.43385,40.210873,1.0925837,0.43557847,0.4153866,NGC_869,0.853
710,4.5845402e+17,35.356068,0.024227014,57.133144,0.032164726,0.43380016,0.039968137,10.85365,-0.5615594,0.071827635,-1.5320328,0.081111506,0.3587402,0.01458421,-0.1343714,-0.0506705,-0.1534759,-0.1044349,-0.05573185,0.3335883,0.157097,0.3668776,262.0,262.0,-1.629418,221.1965,14.7433,0.01264774,30.0,13.0,0.0906032,32.0,264.0,13097.011,5.6099453,2334.606,15.39544,29.0,6712.622,17.323761,387.4806,15.78416,30.0,9475.777,12.710093,745.5317,14.82038,1.236038,0.9637747,0.3887224,0.5750523,134.94087,-3.6255765,54.57491,40.21896,0.9937903,0.6060871,0.2399036,NGC_884,0.747
720,4.584536e+17,35.343834,0.02245939,57.096493,0.03133128,0.37294525,0.040190127,9.279525,-0.5910216,0.06887957,-1.178146,0.07545786,0.2112039,0.09740603,-0.06402522,-0.06730849,-0.2526886,-0.1793418,-0.2429215,0.3447081,0.2483768,0.3120466,267.0,267.0,0.3410673,269.2058,15.44925,-0.004727076,31.0,13.0,0.08453097,33.0,278.0,13403.819,5.3868604,2488.243,15.37029,30.0,7301.369,20.397814,357.9486,15.69288,30.0,9186.308,17.628668,521.1005,14.85407,1.230073,0.83881,0.3225832,0.5162268,134.94714,-3.6622965,54.54665,40.188602,1.0726757,0.594687,0.25360662,NGC_884,0.874
727,4.5836276e+17,35.182987,0.03894341,57.079178,0.05287958,0.5104153,0.064906836,7.863814,-0.59617275,0.11570102,-0.9951183,0.13440256,0.2555766,-0.02657876,-0.1435226,-0.06357944,-0.3034925,-0.144725,-0.08725137,0.3042598,0.1300129,0.3201137,254.0,252.0,2.331974,301.7781,4.762003,0.04922561,29.0,13.0,0.1365709,31.0,258.0,5297.7783,4.916078,1077.643,16.37813,16.0,2390.2183,25.916695,92.22697,16.90529,16.0,4590.915,19.953192,230.0843,15.60717,1.317747,1.298122,0.5271626,0.7709599,134.87068,-3.7082882,54.433445,40.21009,1.1198086,0.43576828,0.41538146,NGC_869,0.591
739,4.5835967e+17,35.25818,0.01899129,57.06604,0.025225556,0.4340727,0.030754399,14.11417,-0.44878465,0.055654,-0.9357442,0.06190782,0.3038583,0.03803777,-0.153367,-0.1400978,-0.2120268,-0.213424,-0.28723,0.3491602,0.2131677,0.3122914,282.0,281.0,-2.614574,218.4451,23.94295,-0.005433995,32.0,13.0,0.07312018,33.0,287.0,20308.453,7.6528907,2653.697,14.91917,31.0,11074.943,28.947758,382.5838,15.24053,32.0,13791.908,19.48526,707.8124,14.41286,1.224458,0.8276758,0.3213615,0.5063143,134.91368,-3.7067764,54.474556,40.180817,0.97087324,0.51198375,0.34276238,NGC_884,0.688
775,4.584536e+17,35.349537,0.021390937,57.097862,0.028498506,0.37150913,0.036897883,10.06858,-0.60027117,0.06381751,-0.98200625,0.06887012,0.2590101,0.06487701,-0.1310245,-0.106143,-0.2241386,-0.2044778,-0.2370944,0.3831077,0.2429662,0.3235655,273.0,271.0,-2.516543,211.5025,18.11681,-0.017825,31.0,13.0,0.07936316,34.0,282.0,15485.891,5.783401,2677.644,15.21352,32.0,8419.032,25.432552,331.0337,15.53823,30.0,10558.242,22.357946,472.2367,14.70294,1.225456,0.8352919,0.324708,0.5105839,134.9496,-3.6599534,54.551083,40.188526,0.95277107,0.60031086,0.24778691,NGC_884,0.97
825,4.5836314e+17,35.136227,0.022455137,57.119183,0.030628739,0.40519774,0.039505336,10.25678,-0.774812,0.07042833,-1.2553124,0.087698914,0.3188673,0.02501831,-0.1074022,-0.09270213,-0.2455742,-0.1776441,-0.1781379,0.3621594,0.06123147,0.4022801,265.0,265.0,3.912765,358.9932,275.3333,-0.002613686,30.0,13.0,0.06185959,32.0,268.0,202151.52,51.666912,3912.592,12.42417,30.0,121439.516,227.70074,533.3295,12.64049,29.0,123367.4,141.86476,869.6127,12.03392,1.211007,0.6065683,0.2163143,0.390254,134.83316,-3.67924,54.425667,40.257107,0.9340791,0.38633537,0.45964313,NGC_869,0.932
849,4.5845402e+17,35.365993,0.014426584,57.12331,0.01986592,0.42343482,0.023620311,17.92673,-0.47820565,0.04102436,-1.0853101,0.047112714,0.3511467,0.1213802,-0.1382768,-0.1494612,-0.1103717,-0.2043193,-0.3286503,0.3497689,0.2359329,0.3270492,263.0,260.0,-4.210281,170.7358,86.38452,0.02562188,30.0,13.0,0.05952531,33.0,272.0,70483.086,20.282936,3474.994,13.56815,29.0,42186.723,69.50443,606.9645,13.78845,28.0,43042.168,49.12403,876.1937,13.17719,1.209211,0.6112633,0.220295,0.3909683,134.94931,-3.6329823,54.575825,40.207767,0.900324,0.61601347,0.22984654,NGC_884,0.892
850,4.584544e+17,35.311436,0.03127219,57.17848,0.03867166,0.39943975,0.049991533,7.990149,-0.86748064,0.091065906,-1.1238325,0.094040945,0.3255945,-0.01784182,-0.1996222,-0.1169843,-0.1675709,-0.1820345,-0.1550339,0.3858832,0.2357062,0.310116,282.0,282.0,0.141593,279.6746,7.59623,-0.01325532,32.0,13.0,0.1039051,34.0,287.0,6970.6294,3.810729,1829.212,16.08018,33.0,3166.2175,21.885891,144.6693,16.60004,32.0,5680.4473,12.470563,455.5085,15.37596,1.269134,1.224073,0.5198517,0.7042217,134.90259,-3.5912108,54.571453,40.270287,1.0380648,0.56367105,0.289382,NGC_884,0.709
883,4.5845433e+17,35.348854,0.015978571,57.160213,0.02186773,0.382993,0.02792029,13.71737,-0.7947108,0.047031555,-1.1461114,0.05837328,0.2236968,0.01948758,-0.1271039,-0.1690396,-0.1332306,-0.2284954,-0.2182175,0.275019,0.3649791,0.2005245,246.0,245.0,-2.914393,181.0908,54.91862,-0.02449314,28.0,12.0,0.06651546,34.0,265.0,44651.594,12.4445915,3588.032,14.06377,27.0,26926.514,72.51086,371.3446,14.27594,25.0,27114.01,44.789295,605.3681,13.67894,1.210271,0.597002,0.2121649,0.3848372,134.92793,-3.6014676,54.585335,40.245125,0.9296674,0.59970194,0.24947694,NGC_884,0.902
899,4.5835956e+17,35.259228,0.021586576,57.060467,0.028211532,0.3864587,0.03579571,10.79623,-0.6468052,0.06511499,-1.2049568,0.070719846,0.2724716,-0.000556613,-0.1561622,-0.1162774,-0.2460668,-0.1990266,-0.2466929,0.3635517,0.2115782,0.3074268,290.0,288.0,-3.672283,203.7796,16.17412,-0.02224002,33.0,13.0,0.0811106,34.0,290.0,13909.455,5.382005,2584.437,15.33009,30.0,7406.3037,14.60083,507.2522,15.67738,31.0,9659.175,25.806364,374.2943,14.79957,1.226898,0.8778143,0.3472939,0.5305204,134.9161,-3.7118244,54.47213,40.17553,0.90527505,0.51373047,0.34273556,NGC_884,0.786
906,4.5836276e+17,35.1869,0.03316329,57.069706,0.04656289,0.44334713,0.059032157,7.510265,-0.7067828,0.10109204,-1.0645244,0.11905873,0.2507642,0.0323345,-0.08317951,-0.04797769,-0.3385085,-0.1484209,-0.1001536,0.3060859,0.0940348,0.3446178,275.0,274.0,-0.3971805,259.2412,6.114926,0.009209548,31.0,13.0,0.1226436,34.0,280.0,5616.2334,4.4589353,1259.546,16.31475,24.0,2344.123,12.208071,192.0142,16.92644,26.0,4838.4033,11.282579,428.8384,15.55017,1.278887,1.376272,0.6116848,0.7645874,134.8759,-3.7164786,54.430687,40.20062,0.9940934,0.44081604,0.4126547,NGC_869,0.504
939,4.5845412e+17,35.364918,0.01663349,57.146877,0.021416634,0.41666287,0.027421514,15.19474,-0.68806267,0.049643252,-1.0702722,0.055618737,0.3666653,-0.06154419,-0.2513833,-0.1307124,-0.2234069,-0.2011851,-0.1835207,0.4101696,0.1628733,0.3868718,252.0,252.0,-6.137711,133.7124,59.13292,-0.003120676,29.0,13.0,0.06875899,31.0,266.0,48599.426,12.891948,3769.75,13.97179,28.0,27552.121,44.023727,625.8471,14.251,27.0,31412.666,51.181126,613.7549,13.51916,1.213282,0.731842,0.279213,0.4526291,134.9407,-3.6110284,54.588245,40.229355,0.83625346,0.61519754,0.23194933,NGC_884,0.98
941,4.584529e+17,35.36141,0.018133488,57.098164,0.024564797,0.45825094,0.030924039,14.8186,-0.6578692,0.05535627,-1.2106876,0.061216943,0.2831458,0.05161558,-0.1010129,-0.1103031,-0.1573192,-0.1726129,-0.244861,0.346304,0.2215267,0.3036096,288.0,288.0,-3.2812,211.3461,24.97693,0.0008463739,33.0,13.0,0.07186741,34.0,283.0,21081.09,7.2785597,2896.327,14.87863,32.0,11667.98,20.430857,571.0959,15.1839,33.0,14066.311,28.061647,501.2646,14.39147,1.220729,0.7924299,0.3052654,0.4871645,134.95557,-3.6574678,54.55889,40.18606,0.9381858,0.6121539,0.23595437,NGC_884,0.918
944,4.5836266e+17,35.148457,0.01951729,57.088387,0.027426356,0.38534352,0.033893395,11.36928,-0.39251935,0.06153945,-0.802204,0.08004976,0.3026878,0.01414854,-0.05786056,-0.0482906,-0.2788911,-0.1204267,-0.1144291,0.2512861,0.004638282,0.4000737,275.0,274.0,-2.208786,220.3671,21.82371,0.02708195,32.0,13.0,0.08939897,33.0,281.0,18436.809,6.009203,3068.095,15.02415,30.0,9862.633,17.186268,573.8671,15.36641,29.0,12744.791,22.248423,572.8402,14.49859,1.226211,0.8678179,0.3422546,0.5255632,134.84987,-3.7059758,54.416348,40.226414,0.9870431,0.40045434,0.44887203,NGC_869,0.834
953,4.584576e+17,35.242455,0.038113974,57.19144,0.051790114,0.34816697,0.062735416,5.549767,-0.6176655,0.11037093,-1.1400436,0.13281588,0.2768427,-0.009398127,-0.1551377,-0.08157374,-0.276646,-0.1569022,-0.08742523,0.2801274,0.1614856,0.2928063,248.0,247.0,-1.395576,211.9666,5.192118,0.028071,28.0,13.0,0.1331051,33.0,263.0,4849.721,2.8382337,1708.711,16.47407,27.0,2069.5615,12.432053,166.4698,17.06169,27.0,4137.143,9.462004,437.2375,15.72017,1.279806,1.341525,0.5876198,0.7539053,134.86295,-3.5917342,54.534344,40.297928,0.94330364,0.496482,0.3595699,NGC_869,0.526
960,4.5845405e+17,35.36846,0.020377351,57.142883,0.027077798,0.35280344,0.03327043,10.60411,-0.71617866,0.059397556,-1.1757097,0.06763181,0.311685,0.05994634,-0.1819911,-0.1636706,-0.1553428,-0.226821,-0.3216715,0.3692791,0.2352259,0.3356694,280.0,275.0,6.082767,436.5333,196.0084,-0.01026347,32.0,13.0,0.05519116,34.0,272.0,150015.28,53.66748,2795.274,12.74803,32.0,92110.51,192.79768,477.7573,12.94062,32.0,88939.875,103.05045,863.0712,12.38918,1.20688,0.5514374,0.1925888,0.3588486,134.94388,-3.6141274,54.5883,40.224922,0.96477544,0.6186311,0.2280755,NGC_884,0.942
975,4.583631e+17,35.129715,0.014696618,57.109295,0.019951878,0.3725236,0.025080444,14.85315,-0.74576986,0.049600087,-1.216378,0.055957004,0.3113518,-0.1105405,-0.1114303,-0.09691704,-0.2897588,-0.1699192,-0.1771787,0.2614048,0.07316788,0.40668,238.0,237.0,-3.99063,155.7073,99.33775,0.009780983,27.0,13.0,0.07054374,28.0,243.0,79527.82,15.795422,5034.865,13.43707,25.0,47718.344,92.299835,516.9927,13.65467,24.0,48625.004,50.60064,960.9562,13.04477,1.211442,0.6099033,0.2176065,0.3922968,134.83318,-3.6897407,54.415955,40.24967,0.9006275,0.38019198,0.46638283,NGC_869,0.963
1000,4.5845285e+17,35.35466,0.035892956,57.08767,0.047335993,0.38978836,0.06302732,6.184435,-0.7636211,0.10940566,-1.1492946,0.11237179,0.2556436,0.0277957,-0.1102396,-0.05037948,-0.2025977,-0.1363473,-0.1242001,0.39106,0.231638,0.2878799,291.0,290.0,2.452869,346.9035,4.955063,-0.01217007,34.0,13.0,0.1196839,37.0,303.0,4853.6987,3.134192,1548.628,16.47318,30.0,2148.381,9.723273,220.9525,17.02111,28.0,4047.2195,11.398444,355.0677,15.74403,1.27647,1.277082,0.5479259,0.7291565,134.9557,-3.6685836,54.548714,40.178116,1.11504,0.60602576,0.24404529,NGC_884,0.874
1007,4.5845787e+17,35.155357,0.071726434,57.169994,0.09103311,0.37564015,0.12037663,3.120541,-0.5355331,0.21559635,-0.92740035,0.2267632,0.3126688,-0.1502938,-0.2301569,-0.07351509,-0.2911682,-0.1688448,-0.01017583,0.383958,0.168477,0.2747303,245.0,243.0,3.958717,334.4009,1.547652,0.001867262,28.0,13.0,0.2264948,32.0,247.0,2058.9585,2.095262,982.6735,17.40425,27.0,720.6154,12.389103,58.16526,18.20713,26.0,2116.5889,16.3295,129.6175,16.44783,1.37798,1.7593,0.8028812,0.956419,134.82573,-3.6279109,54.466366,40.298645,1.1379912,0.40749222,0.4427684,NGC_869,0.719
1050,4.5836403e+17,35.14198,0.045197465,57.162716,0.060505398,0.3442571,0.07423328,4.637504,-0.41034237,0.13287044,-0.9724487,0.15719925,0.3001284,-0.04187577,-0.1366761,-0.06973572,-0.2526903,-0.1401791,-0.02394381,0.2841239,0.1304233,0.2819392,253.0,252.0,2.586098,308.2793,3.58096,0.02440228,29.0,13.0,0.154744,33.0,261.0,4017.7568,3.4211762,1174.379,16.67841,27.0,1614.4971,8.590569,187.9383,17.3313,26.0,3614.7463,11.317193,319.4031,15.86672,1.301533,1.46457,0.6528893,0.8116808,134.82135,-3.6372151,54.453697,40.29515,1.1102538,0.39348507,0.45541775,NGC_869,0.76
1051,4.5845742e+17,35.27576,0.030965572,57.193344,0.039868787,0.3790322,0.05209805,7.275362,-0.60569763,0.09519842,-1.073963,0.10429786,0.3102657,-0.1149673,-0.2210118,-0.08261998,-0.3068309,-0.1734406,-0.1141632,0.3782854,0.120767,0.34284,270.0,269.0,-1.075457,239.4258,8.115142,-0.01404064,31.0,13.0,0.1122255,32.0,278.0,7270.1763,9.454915,768.9309,16.0345,30.0,3407.7585,23.685831,143.8733,16.52022,27.0,5762.2397,21.727676,265.2028,15.36044,1.261317,1.159774,0.4857121,0.6740618,134.8793,-3.5838108,54.556816,40.291965,0.98740536,0.52976406,0.32728863,NGC_884,0.752
1060,4.584529e+17,35.374504,0.025537007,57.10631,0.035376385,0.4267353,0.04114154,10.37237,-0.3595013,0.06920126,-0.8589243,0.07676569,0.3967789,0.1632005,-0.1074265,-0.101845,-0.04780881,-0.1487306,-0.23176,0.3354508,0.2276577,0.2924795,255.0,254.0,-0.7699075,231.5752,13.68917,0.05914471,29.0,12.0,0.08469825,33.0,258.0,11893.714,6.823421,1743.072,15.50007,30.0,5742.3804,21.479885,267.3376,15.95366,30.0,9266.313,18.867174,491.1341,14.84465,1.261901,1.109006,0.4535856,0.6554203,134.95947,-3.6473804,54.571854,40.19042,1.0344073,0.62489223,0.22211707,NGC_884,0.813
1070,4.5845787e+17,35.163425,0.020828715,57.177452,0.027816985,0.4254089,0.03378896,12.59017,-0.65661395,0.06281728,-0.9325036,0.079362735,0.3601313,-0.02449606,-0.1230166,-0.1151846,-0.2154833,-0.1622284,-0.1052789,0.2501399,0.06721725,0.3487201,272.0,271.0,-1.792542,226.1611,19.87203,0.00143621,31.0,13.0,0.08814941,32.0,277.0,16760.523,6.116375,2740.271,15.12765,31.0,8544.324,21.205826,402.9235,15.52219,29.0,12190.22,21.333456,571.4133,14.54689,1.237106,0.9753027,0.3945475,0.5807552,134.82732,-3.6194136,54.475723,40.303524,1.0131413,0.41633266,0.435578,NGC_869,0.799
1162,4.5845285e+17,35.364048,0.034212843,57.08613,0.045536153,0.30950665,0.06162889,5.022103,-0.63444734,0.10257683,-1.21524,0.10531403,0.230101,0.08850183,-0.08453444,-0.05732553,-0.2448247,-0.1795096,-0.1411212,0.4057176,0.2464766,0.3051756,284.0,281.0,0.5319455,288.0011,5.738926,-0.03078149,33.0,13.0,0.1136648,36.0,298.0,5445.9365,3.1738482,1715.878,16.34818,32.0,2402.4802,11.067774,217.0699,16.89974,32.0,4551.2046,17.65509,257.7843,15.6166,1.276857,1.283134,0.5515537,0.7315807,134.96103,-3.6682925,54.5539,40.174553,1.0371164,0.6154966,0.23502195,NGC_884,0.79
1169,4.583631e+17,35.115955,0.0408291,57.116405,0.05799081,0.3664378,0.06900867,5.310025,-0.5024868,0.12063295,-1.183384,0.1459889,0.2722306,0.01506893,-0.1090434,-0.04929521,-0.2869228,-0.1264446,-0.0910738,0.2826711,0.09842229,0.3303134,257.0,257.0,2.33304,307.3275,4.125995,0.07151531,29.0,13.0,0.1460309,31.0,264.0,4334.608,3.8088849,1138.025,16.59599,25.0,1729.8506,11.357713,152.3062,17.25637,25.0,3945.2195,15.587599,253.0999,15.77174,1.309247,1.484625,0.6603756,0.8242493,134.82373,-3.685572,54.41107,40.259285,1.0994354,0.36614934,0.4799553,NGC_869,0.856
1187,4.584529e+17,35.380386,0.022731205,57.103294,0.030868644,0.41404757,0.03649564,11.34512,-0.54545563,0.06515837,-1.1905308,0.07751903,0.2960622,0.07362875,-0.1918464,-0.1635465,-0.1543849,-0.2258406,-0.3607141,0.3460889,0.2344055,0.3289047,275.0,265.0,12.78445,672.8096,315.058,0.02969718,34.0,13.0,0.0564372,40.0,289.0,922760.6,319.3039,2889.913,10.77564,33.0,591936.3,1127.423,525.0348,10.9207,33.0,505888.47,328.34357,1540.729,10.50178,1.189718,0.4189177,0.1450577,0.27386,134.96352,-3.649128,54.57396,40.18633,0.9938783,0.6308831,0.216538,NGC_884,0.915
1195,4.5836403e+17,35.133797,0.02724117,57.164158,0.037056096,0.3499043,0.04479973,7.810411,-0.66148645,0.08003314,-1.0833029,0.09763212,0.3887712,0.02552766,-0.1278675,-0.0690176,-0.1496531,-0.1166694,-0.07228232,0.3198543,0.07997445,0.3822478,262.0,262.0,-2.839645,197.2874,10.89686,0.05350555,30.0,13.0,0.1046198,31.0,270.0,9507.406,5.505988,1726.739,15.74321,28.0,4573.239,14.59375,313.3697,16.20083,27.0,7364.1533,16.822622,437.753,15.09411,1.255589,1.106715,0.4576178,0.6490974,134.81668,-3.6373565,54.44924,40.29835,0.9220747,0.38546535,0.4636927,NGC_869,0.883
1199,4.5836272e+17,35.115574,0.04267852,57.110294,0.055878565,0.3163999,0.07496731,4.220505,-0.50484043,0.14467068,-1.0191563,0.14615667,0.293107,-0.1168173,-0.06513235,-0.02595604,-0.3180966,-0.111488,-0.0912717,0.3036744,0.08114855,0.3282317,264.0,263.0,0.4687454,268.1104,3.976799,-0.0185556,30.0,13.0,0.1548672,32.0,271.0,3891.3152,6.032946,645.0107,16.71313,26.0,1473.2379,13.172372,111.843,17.43071,27.0,3622.7148,19.707897,183.8205,15.86434,1.309571,1.566371,0.7175808,0.8487902,134.82559,-3.6913943,54.40741,40.253845,1.0054842,0.3660188,0.48048443,NGC_869,0.825
1273,4.584528e+17,35.38192,0.039411493,57.098278,0.053234678,0.35027117,0.07083036,4.945212,-0.74784654,0.11925595,-1.3649777,0.13431717,0.1857971,0.0004244548,-0.06208058,-0.1007566,-0.110694,-0.1700336,-0.008893385,0.2625596,0.3624626,0.1414099,267.0,266.0,1.5524,297.3712,4.218297,-0.01551835,31.0,13.0,0.1299351,33.0,271.0,4614.9424,2.8941011,1594.603,16.52795,25.0,2078.659,8.45863,245.7442,17.05693,26.0,3796.6167,12.0505295,315.0581,15.81343,1.273098,1.243503,0.5289803,0.7145224,134.96602,-3.653556,54.572163,40.181435,1.0775528,0.63263434,0.21557592,NGC_884,0.792
1281,4.5845268e+17,35.358177,0.026705284,57.075794,0.037242085,0.4285464,0.048322313,8.8685,-0.84061635,0.08204805,-1.0627338,0.09084881,0.2273527,0.05973426,-0.0832986,-0.07273559,-0.1290642,-0.1251643,-0.2163574,0.3914631,0.1735581,0.2112078,277.0,274.0,-0.7689895,250.9178,9.652184,-0.04360849,32.0,12.0,0.09450336,34.0,293.0,8848.926,4.930723,1794.651,15.82114,30.0,4309.728,10.872852,396.3751,16.26526,29.0,6737.5874,16.367836,411.6358,15.19066,1.248436,1.074606,0.4441252,0.6304808,134.96156,-3.679095,54.54438,40.166553,1.010976,0.61044216,0.24269685,NGC_884,0.984
1335,4.5845268e+17,35.35719,0.013716697,57.072678,0.018431598,0.3877927,0.022832105,16.98454,-0.78171515,0.04034141,-1.2039688,0.047490522,0.301039,0.02828906,-0.1591971,-0.1763717,-0.1394124,-0.2300722,-0.2603648,0.3323675,0.2658025,0.2962931,270.0,269.0,-4.305694,176.3974,95.44076,-0.01545552,31.0,13.0,0.05935131,34.0,288.0,78848.4,21.749695,3625.265,13.44638,31.0,46139.434,85.957985,536.7673,13.69121,29.0,49481.383,56.74776,871.953,13.02582,1.212717,0.6653929,0.2448244,0.4205685,134.96213,-3.6822064,54.54201,40.16396,0.9230157,0.60973537,0.24431175,NGC_884,0.957
1355,4.5836386e+17,35.10528,0.037866436,57.119316,0.05556878,0.40442145,0.06832384,5.919185,-0.75513273,0.108755775,-0.9374169,0.13178356,0.1928648,0.1855333,-0.01196754,0.0518944,-0.2813595,-0.07748836,-0.1214218,0.3411134,0.2202726,0.3490411,230.0,229.0,-0.9913982,203.0394,5.578148,0.09863337,26.0,13.0,0.1334509,30.0,232.0,5386.557,3.1464243,1711.962,16.36009,21.0,2367.0398,14.719299,160.812,16.91587,22.0,4490.994,14.910701,301.1927,15.63106,1.273176,1.284811,0.5557861,0.7290249,134.81728,-3.6847897,54.40583,40.26439,0.96586335,0.35539442,0.49058625,NGC_869,0.897
1383,4.5845278e+17,35.37735,0.021644024,57.085648,0.028864317,0.39358953,0.03671734,10.71945,-0.70699006,0.065280356,-1.0485487,0.07165931,0.3099396,0.04542878,-0.1101042,-0.1058418,-0.1458982,-0.1656837,-0.1893413,0.3622787,0.2033421,0.3168901,300.0,299.0,-1.985647,247.8359,15.10993,-0.002893605,34.0,13.0,0.08141186,36.0,312.0,13183.939,5.4249,2430.264,15.38825,33.0,6961.769,17.690283,393.5363,15.74459,34.0,9239.196,23.214098,397.9994,14.84783,1.228841,0.8967543,0.3563356,0.5404186,134.968,-3.666276,54.5622,40.17105,0.97762644,0.6288005,0.22199897,NGC_884,0.982
